id,sku,titulo,categorias,marca,atributos
186,31352611001,"EXZHELLENT BW 350 kcmil Cu (cobre) CPR HFFR LS 600V 75°","Cables de baja tensión|Exzhellent BW",Procables,pa_marca|pa_calibre-awg|pa_voltaje|pa_norma|pa_aplicacion
187,31352610401,"EXZHELLENT BW 250 kcmil Cu (cobre) CPR HFFR LS 600V 75°","Cables de baja tensión|Exzhellent BW",Procables,pa_marca|pa_calibre-awg|pa_voltaje|pa_norma|pa_aplicacion
200,31353999301,"SUPERFLEX 8 AWG Cu (cobre) (J) PVC/NY 600V 90°C VW-1","Cable flexible|Superflex",Procables,pa_marca|pa_calibre-awg|pa_voltaje|pa_norma|pa_aplicacion
201,31353999001,"SUPERFLEX 10 AWG Cu (cobre) (J) PVC/NY 600V 90°C VW-1","Cable flexible|Superflex",Procables,pa_marca|pa_calibre-awg|pa_voltaje|pa_norma|pa_aplicacion
202,31353998701,"SUPERFLEX 12 AWG Cu (cobre) (J) PVC/NY 600V 90°C VW-1","Cable flexible|Superflex",Procables,pa_marca|pa_calibre-awg|pa_voltaje|pa_norma|pa_aplicacion
203,31353998401,"SUPERFLEX 14 AWG Cu (cobre) (J) PVC/NY 600V 90°C VW-1","Cable flexible|Superflex",Procables,pa_marca|pa_calibre-awg|pa_voltaje|pa_norma|pa_aplicacion
204,31353998301,"SUPERFLEX 16 AWG Cu (cobre) (J) PVC/NY 600V 90°C VW-1","Cable flexible|Superflex",Procables,pa_marca|pa_calibre-awg|pa_voltaje|pa_norma|pa_aplicacion
205,31353998201,"SUPERFLEX 18 AWG Cu (cobre) (J) PVC/NY 600V 90°C VW-1","Cable flexible|Superflex",Procables,pa_marca|pa_calibre-awg|pa_voltaje|pa_norma|pa_aplicacion
206,31354240105,"SUPERFLEX 20 AWG Cu (cobre) (J) PVC/NY 600V 90°C VW-1","Cable flexible|Superflex",Procables,pa_marca|pa_calibre-awg|pa_voltaje|pa_norma|pa_aplicacion
252,32352320101,"THHW 2 AWG (33.6 mm2) AA8000","Cables de aluminio|THHW",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
253,32352320201,"THHW 1 AWG (42.4 mm2) AA8000","Cables de aluminio|THHW",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
254,32352320301,"THHW 1/0 AWG (53.5 mm2) AA8000","Cables de aluminio|THHW",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
262,32352730101,"EXZHELLENT 2 AWG (35mm2) AA8000","Cables de aluminio|Exzhellent",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
263,32352740101,"EXZHELLENT 1 AWG (42.4mm2) AA8000","Cables de aluminio|Exzhellent",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
264,32352750101,"EXZHELLENT 1/0 AWG (53.5mm2) AA8000","Cables de aluminio|Exzhellent",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
265,32352760101,"EXZHELLENT 2/0 AWG (67.4mm2) AA8000","Cables de aluminio|Exzhellent",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
266,32352770101,"EXZHELLENT 3/0 AWG (85mm2) AA8000","Cables de aluminio|Exzhellent",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
267,32352780101,"EXZHELLENT 4/0 AWG (107mm2) AA8000","Cables de aluminio|Exzhellent",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
268,32352790101,"EXZHELLENT 250 kcmil (127mm2) AA8000","Cables de aluminio|Exzhellent",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
269,32352800101,"EXZHELLENT 350 kcmil (177mm2) AA8000","Cables de aluminio|Exzhellent",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
270,32352810101,"EXZHELLENT 500 kcmil (253mm2) AA8000","Cables de aluminio|Exzhellent",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
271,32480055000,"ACSR 4/0 AWG PENGUIN","ACSR|Cables de distribución",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
272,32480050000,"ACSR 2/0 AWG PARTRIDGE","ACSR|Cables de distribución",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
273,32480045000,"ACSR 1/0 AWG RAVEN","ACSR|Cables de distribución",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
274,32480040000,"ACSR 2 AWG SPARATE","ACSR|Cables de distribución",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
275,32480035000,"ACSR 4 AWG PENGUIN","ACSR|Cables de distribución",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
276,32481200001,"ACSR 2/0 SWANATE","ACSR|Cables de distribución",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
277,32481210001,"ACSR 4/0 PARTRIDGE","ACSR|Cables de distribución",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
278,32481220001,"ACSR 336 kcmil MERLIN","ACSR|Cables de distribución",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
279,32481230001,"ACSR 477 kcmil HAWK","ACSR|Cables de distribución",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
280,32481240001,"ACSR 556 kcmil FLICKER","ACSR|Cables de distribución",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
281,32481250001,"ACSR 715 kcmil DRAKE","ACSR|Cables de distribución",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
290,31399000693,"PV 4mm2 Cu (flexible) XLPE SR 2000V G&O 90°C PVC","Cables solares",Procables,pa_marca|pa_voltaje|pa_norma|pa_aplicacion
291,31399000894,"PV 6mm2 Cu (flexible) XLPE SR 1500V G&O 90°C PVC","Cables solares",Procables,pa_marca|pa_voltaje|pa_norma|pa_aplicacion
292,31399000895,"PV 6mm2 Cu (flexible) XLPE SR 1000V G&O 90°C PVC","Cables solares",Procables,pa_marca|pa_voltaje|pa_norma|pa_aplicacion
293,31399001094,"PV 10mm2 Cu (flexible) XLPE SR 1500V G&O 90°C PVC","Cables solares",Procables,pa_marca|pa_voltaje|pa_norma|pa_aplicacion
298,88490018501,"FO SM ARMADA 96H CINTA ACERO","Cables de fibra óptica",Procables,pa_marca|pa_aplicacion
299,88490037001,"FO SM ADSS 12H VANO 120","Cables de fibra óptica",Procables,pa_marca|pa_aplicacion
300,88490037101,"FO SM ADSS 24H VANO 120","Cables de fibra óptica",Procables,pa_marca|pa_aplicacion
301,88490037201,"FO SM ADSS 48H VANO 120","Cables de fibra óptica",Procables,pa_marca|pa_aplicacion
302,88490038501,"FO SM ADSS 12H VANO 200","Cables de fibra óptica",Procables,pa_marca|pa_aplicacion
303,88490038601,"FO SM ADSS 24H VANO 200","Cables de fibra óptica",Procables,pa_marca|pa_aplicacion
304,88490038701,"FO SM ADSS 48H VANO 200","Cables de fibra óptica",Procables,pa_marca|pa_aplicacion
305,88490202601,"FO SM ARMADA 24H CINTA ACERO","Cables de fibra óptica",Procables,pa_marca|pa_aplicacion
306,88490202701,"FO SM ARMADA 48H CINTA ACERO","Cables de fibra óptica",Procables,pa_marca|pa_aplicacion
307,88490211001,"MICRO FO SM 24H FRP WB","Cables de fibra óptica",Procables,pa_marca|pa_aplicacion
309,106969,"18/4C VNTC apantallado Cable para bandeja E2 600V ER","Cable para bandeja / tray cable|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
313,110902,"18/8C CL3R/CMR Cable multiconductor BC apantallado PVC 300V","Cables de control",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
326,106575,"1 AWG clase K Cable de soldadura 600V 105C EPDM","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
327,106576,"2 AWG clase K Cable de soldadura 600V 105C EPDM","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
328,106578-V2,"2 AWG Super Vu-Tron Cable de soldadura 600V 90C","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
329,106579,"4 AWG clase K Cable de soldadura 600V 105C EPDM","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
330,106581,"6 AWG clase K Cable de soldadura 600V 105C EPDM","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
331,106582,"1/0 AWG clase K Cable de soldadura 600V 105C EPDM","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
332,106584,"1/0 AWG Super Vu-Tron Cable de soldadura 600V 90C","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
333,106585,"2/0 AWG clase K Cable de soldadura 600V 105C EPDM","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
334,106587-V20,"2/0 AWG Super Vu-Tron Cable de soldadura 600V 90C","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
335,106588,"250 KCMIL clase K Cable de soldadura 600V 105C EPDM","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
336,106589,"3/0 AWG clase K Cable de soldadura 600V 105C EPDM","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
337,106590,"350 KCMIL clase K Cable de soldadura 600V 105C EPDM","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
338,106591,"4/0 AWG clase K Cable de soldadura 600V 105C EPDM","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
339,106592,"4/0 AWG Super Vu-Tron clase M Cable de soldadura 600V 90C","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
340,106593,"500 KCMIL clase K Cable de soldadura 600V 105C EPDM","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
341,106594,"2 AWG puente Cable N/S EPR","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
342,106595,"2/0 AWG puente Cable N/S EPR","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
343,106596,"4/0 AWG puente Cable N/S EPR","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
344,106597,"500 MCM puente Cable N/S EPR","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
345,106598,"1 AWG 4C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
346,106599,"4 AWG 3C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
347,106600,"6 AWG 2C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
348,106601,"6 AWG 4C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
349,106602,"6 AWG 5C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
350,106603,"8 AWG 3C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
351,106604,"8 AWG 4C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
352,106605,"1/0 AWG 1C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
353,106606,"1/0 AWG 4C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
354,106607,"1/0 AWG 5C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
355,106608,"2/0 AWG 3C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
356,106609,"2/0 AWG 4C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
357,106610,"2/0 AWG 5C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
358,106611,"3/0 AWG 4C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
359,106612,"3/0 AWG 5C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
360,106613,"4/0 AWG 4C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
361,106614,"500 MCM 1C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
362,106615,"1/3C tipo GGC 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
363,106616,"2/3C tipo GGC 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
364,106617,"2/4C tipo G 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
365,106618,"4/3C tipo GGC 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
366,106619,"4/4C tipo G 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
367,106620,"6/3C tipo GGC 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
368,106621,"6/4C tipo G 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
369,106622,"8/3C tipo GGC 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
370,106623,"8/4C tipo G 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
371,106624,"1/0-3C tipo GGC 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
372,106625,"1/0-4C tipo G 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
373,106626,"2/0-3C tipo GGC 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
374,106627,"2/0-4C tipo G 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
375,106628,"250/3C tipo GGC 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
376,106629,"3/0-3C tipo GGC 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
377,106630,"3/0-4C tipo G 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
378,106631,"350/3C tipo GGC 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
379,106632,"4/0-3C tipo GGC 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
380,106633,"4/0-4C tipo G 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
381,106634,"500/3C tipo GGC 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
382,106635,"1 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE","Cable DLO|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
383,106636,"2 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE","Cable DLO|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
384,106637,"4 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE","Cable DLO|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
385,106638,"6 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE","Cable DLO|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
386,106639,"8 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE","Cable DLO|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
387,106640,"1/0 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE","Cable DLO|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
388,106641,"12 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE","Cable DLO|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
389,106642,"2/0 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE","Cable DLO|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
390,106643,"262 MCM DLO Cable RHH RHW-2 RW90 90C 2KV CPE","Cable DLO|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
391,106644,"3/0 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE","Cable DLO|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
392,106645,"313 MCM DLO Cable RHH RHW-2 RW90 90C 2KV CPE","Cable DLO|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
393,106646,"373 MCM DLO Cable RHH RHW-2 RW90 90C 2KV CPE","Cable DLO|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
394,106647,"4/0 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE","Cable DLO|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
395,106648,"444 MCM DLO Cable RHH RHW-2 RW90 90C 2KV CPE","Cable DLO|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
396,106649,"535 MCM DLO Cable RHH RHW-2 RW90 90C 2KV CPE","Cable DLO|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
397,106650,"646 MCM DLO Cable RHH RHW-2 RW90 90C 2KV CPE","Cable DLO|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
398,106651,"777 MCM DLO Cable RHH RHW-2 RW90 90C 2KV CPE","Cable DLO|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
400,106653,"10/4C plano festón 105C 600V PVC","Cable festón|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
401,106654,"12/4C plano festón 105C 600V PVC","Cable festón|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
402,106655,"12/8C plano festón 105C 600V PVC","Cable festón|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
403,106656,"14/4C plano festón 105C 600V PVC","Cable festón|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
404,106657,"14/8C plano festón 105C 600V PVC","Cable festón|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
405,106658,"16/8C plano festón 105C 600V PVC","Cable festón|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
406,106659,"16/12C plano festón 105C 600V PVC","Cable festón|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
407,106660,"14/1C FEP tipo K (19 STR) 150C 600V","Cable de alta temperatura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
408,106664,"18/1C FEP tipo K (19 STR) 150C 600V","Cable de alta temperatura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
409,106665,"12 AWG PTFE teflón, negro 2","Cable de alta temperatura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
410,106666,"14 AWG PTFE teflón,","Cable de alta temperatura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
411,106667,"10 AWG PTFE teflón","Cable de alta temperatura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
412,106668,"10 AWG PTFE teflón,","Cable de alta temperatura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
413,106670,"14 AWG PTFE teflón negro 2","Cable de alta temperatura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
414,106671,"14 AWG PTFE teflón","Cable de alta temperatura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
